频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
[BD]经济科教高清,https://stream1.freetv.fun/jing-ji-ke-jiao-gao-qing-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/01/large/20221101015212417692_86.jpg,1.054,未分组,,,,无音频
[BD]内蒙古卫视[geo-blocked],https://stream1.freetv.fun/nei-meng-gu-wei-shi-18.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/31/large/20220531160914023715_85.jpg,1.211,未分组,,,,无音频
[BD]潮州综合高清,https://stream1.freetv.fun/chao-zhou-zong-he-gao-qing-10.ctv,网络源,https://epg.pw/media/images/channel/2023/10/07/large/20231007174220816419_38.jpg,1.237,未分组,,,,无音频
[BD]广东少儿高清[geo-blocked],https://stream1.freetv.fun/yan-dong-shao-er-gao-qing-8.ctv,网络源,https://epg.pw/media/images/channel/2023/12/26/large/20231226205555048307_40.png,1.235,未分组,,,,无音频
[BD]封丘新闻综合,https://stream1.freetv.fun/feng-qiu-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/img/logo/2_16.jpg,1.240,未分组,,,,无音频
[BD]晋城新闻,https://stream1.freetv.fun/jin-cheng-xin-wen-3.m3u8,网络源,https://epg.pw/media/img/logo/3_246.jpg,1.270,未分组,,,,无音频
[BD]广东影视高清,https://stream1.freetv.fun/yan-dong-ying-shi-gao-qing-9.ctv,网络源,https://epg.pw/media/images/channel/2023/12/26/large/20231226205507462932_79.png,1.285,未分组,,,,无音频
[HD]丽江新闻综合,https://stream1.freetv.fun/li-jiang-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720203027523547_70.png,1.195,未分组,,,,无音频
[BD]翡翠,https://stream1.freetv.fun/fei-cui-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,1.234,未分组,,,,无音频
[HD]四平新闻综合,https://stream1.freetv.fun/si-ping-xin-wen-zong-he-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/01/large/20221101002314166539_20.jpg,1.215,未分组,,,,无音频
[HD]明珠,https://stream1.freetv.fun/ming-zhu-4.ctv,网络源,https://epg.pw/media/images/channel/2024/12/26/large/20241226141312380293_76.png,1.197,未分组,,,,无音频
[VGA]CCM *a,https://stream1.freetv.fun/ccm--a-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/12/26/large/20241226152608705551_68.jpg,1.390,未分组,,,,无音频
[BD]揭阳综合高清,https://stream1.freetv.fun/jie-yang-zong-he-gao-qing-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/05/20140605225331495365_87.jpg,1.359,未分组,,,,无音频
[BD]海峡卫视[geo-blocked],https://stream1.freetv.fun/hai-xia-wei-shi-2.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060839855238_81.jpg,1.298,未分组,,,,无音频
[SD]мир 24,https://stream1.freetv.fun/mir-24-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174922581585_83.png,1.361,未分组,,,,无音频
[BD]西安都市,https://stream1.freetv.fun/xi-an-du-shi-1.m3u8,网络源,https://epg.pw/media/img/logo/3_56.jpg,1.403,未分组,,,,无音频
[BD]经济科教高清,https://stream1.freetv.fun/jing-ji-ke-jiao-gao-qing-2.ctv,网络源,https://epg.pw/media/images/channel/2022/11/01/large/20221101015212417692_86.jpg,1.313,未分组,,,,无音频
[BD]澳視澳門,https://stream1.freetv.fun/ao-shi-ao-men-1.m3u8,网络源,https://epg.pw/media/images/channel/2016/07/19/large/20160719142956282911_66.png,1.504,未分组,,,,无音频
[SD]русский бестселер,https://stream1.freetv.fun/russkii-bestseler-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/05/20170105005645520573_56.png,1.455,未分组,,,,无音频
[BD]江苏体育[geo-blocked],https://stream1.freetv.fun/jiang-su-ti-yu-2.ctv,网络源,https://epg.pw/media/images/channel/2022/05/30/large/20220530230519981125_89.jpg,1.675,未分组,,,,无音频
2010年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4,网络源,,1.810,未分组,h264,982x720,24.999808930584482,有音频
2000年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4,网络源,,1.717,未分组,h264,982x720,24.999797332900975,有音频
2002年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4,网络源,,1.642,未分组,h264,982x720,24.99980668483829,有音频
[BD]潮州综合高清,https://stream1.freetv.fun/chao-zhou-zong-he-gao-qing-11.ctv,网络源,https://epg.pw/media/images/channel/2023/10/07/large/20231007174220816419_38.jpg,0.857,未分组,,,,无音频
[BD]陕西卫视[geo-blocked],https://stream1.freetv.fun/shan-xi-wei-shi-60.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/31/large/20220531150903888489_91.jpg,0.737,未分组,,,,无音频
1995年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4,网络源,,2.009,未分组,h264,982x720,24.999852125255824,有音频
无心法师,http://www.douzhicloud.site:35455/huya/30080233,网络源,,2.153,未分组,h264,1280x720,25.0,有音频
[VGA]内江综合,https://stream1.freetv.fun/nei-jiang-zong-he-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722142242811328_18.png,0.930,未分组,,,,无音频
[BD]山西卫视[geo-blocked],https://stream1.freetv.fun/shan-xi-wei-shi-132.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/04/large/20230804221555254122_47.jpg,0.975,未分组,,,,无音频
[BD]广东少儿高清,https://stream1.freetv.fun/yan-dong-shao-er-gao-qing-5.ctv,网络源,https://epg.pw/media/images/channel/2023/12/26/large/20231226205555048307_40.png,0.962,未分组,,,,无音频
[BD]晋城新闻,https://stream1.freetv.fun/jin-cheng-xin-wen-4.m3u8,网络源,https://epg.pw/media/img/logo/3_246.jpg,0.944,未分组,,,,无音频
[BD]перший,https://stream1.freetv.fun/pershii-4.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601223020220468_59.png,0.957,未分组,,,,无音频
[BD]翡翠,https://stream1.freetv.fun/fei-cui-14.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,0.932,未分组,,,,无音频
[BD]广东卫视[geo-blocked],https://stream1.freetv.fun/yan-dong-wei-shi-13.m3u8,网络源,https://epg.pw/media/images/channel/2024/01/11/large/20240111225144968877_94.png,0.658,未分组,,,,无音频
[HD]四平新闻综合,https://stream1.freetv.fun/si-ping-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/01/large/20221101002314166539_20.jpg,0.939,未分组,,,,无音频
[BD]汕尾综合高清[geo-blocked],https://stream1.freetv.fun/shan-wei-zong-he-gao-qing-11.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2018/10/18/20181018000557428409_85.jpg,0.933,未分组,,,,无音频
[BD]澳門MACAU,https://stream1.freetv.fun/ao-men-macau-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/21/large/20220521144701785913_98.jpeg,0.974,未分组,,,,无音频
冰冰影剧,http://www.douzhicloud.site:35455/douyu/74374,网络源,,0.790,未分组,,,,无音频
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8,网络源,,0.620,未分组,,,,无音频
[BD]电影[geo-blocked],https://stream1.freetv.fun/dian-ying-58.m3u8,网络源,https://epg.pw/media/,1.374,未分组,,,,无音频
[BD]揭阳综合高清,https://stream1.freetv.fun/jie-yang-zong-he-gao-qing-11.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/05/20140605225331495365_87.jpg,0.882,未分组,,,,无音频
[BD]澳门macau,https://stream1.freetv.fun/ao-men-macau-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/21/large/20220521144701785913_98.jpeg,0.870,未分组,,,,无音频
[BD]经济科教高清,https://stream1.freetv.fun/jing-ji-ke-jiao-gao-qing-9.ctv,网络源,https://epg.pw/media/images/channel/2022/11/01/large/20221101015212417692_86.jpg,0.683,未分组,,,,无音频
[HD]内江综合,https://stream1.freetv.fun/nei-jiang-zong-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722142242811328_18.png,0.848,未分组,,,,无音频
中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8,网络源,,2.974,未分组,h264,1280x720,25.0,有音频
[BD]黑龙江卫视[geo-blocked],https://stream1.freetv.fun/hei-long-jiang-wei-shi-12.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/31/large/20220531154335673922_21.jpg,0.885,未分组,,,,无音频
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8,网络源,,3.042,未分组,h264,1280x720,25.0,有音频
2006年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4,网络源,,1.882,未分组,h264,786x576,24.999915277787192,有音频
辽宁经济,http://120.76.248.139/live/bfgd/4200000076.m3u8,网络源,,2.991,未分组,h264,1280x720,25.0,有音频
2009年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4,网络源,,1.741,未分组,h264,786x576,24.999920070593653,有音频
