频道名,地址,来源,图标,检测时间,分组,状态,状态码
纪实科教8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8,网络源,,,未分组,失败(418),418
CCTV13,http://8.138.7.223/【公众号：榴芒电视】/cctv13.m3u8,网络源,,,未分组,失败(None),
贝爷求生,http://www.douzhicloud.site:35455/douyu/4332,网络源,,,未分组,失败(None),
斗鱼港剧,http://www.douzhicloud.site:35455/douyu/5061550,网络源,,,未分组,失败(None),
海峡卫视,http://8.138.7.223/tv/hxws.m3u8,网络源,,,未分组,失败(None),
橙记港剧,http://www.douzhicloud.site:35455/douyu/4549169,网络源,,,未分组,失败(None),
农林卫视,http://8.138.7.223/【公众号：榴芒电视】/农林卫视.m3u8,网络源,,,未分组,失败(None),
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8,网络源,,,未分组,失败(None),
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8,网络源,,,未分组,失败(None),
冰冰影剧,http://www.douzhicloud.site:35455/douyu/74374,网络源,,,未分组,失败(None),
古装武侠,http://www.douzhicloud.site:35455/douyu/2793084,网络源,,,未分组,失败(None),
朵宝陪你看狄仁杰,https://yylunbo.ottiptv.cc/yy/1353753252,网络源,,,未分组,失败(None),
精彩动作电影享不停,https://yylunbo.ottiptv.cc/yy/1382736809,网络源,,,未分组,失败(None),
闲暇观看综艺,https://yylunbo.ottiptv.cc/yy/1354932379,网络源,,,未分组,失败(None),
影视小艺,https://yylunbo.ottiptv.cc/yy/1382737886,网络源,,,未分组,失败(None),
老卓电影,https://yylunbo.ottiptv.cc/yy/1354770516,网络源,,,未分组,失败(None),
陪你一起看好剧,https://yylunbo.ottiptv.cc/yy/1354932359,网络源,,,未分组,失败(None),
重温经典,https://other.ottiptv.cc/cwjd.m3u8,网络源,,,未分组,失败(None),
经典港片电影,https://yylunbo.ottiptv.cc/yy/1459801818,网络源,,,未分组,失败(None),
末日系列外国电影合集,https://yylunbo.ottiptv.cc/yy/1354889019,网络源,,,未分组,失败(None),
大家都在看的电视剧,https://yylunbo.ottiptv.cc/yy/1354930964,网络源,,,未分组,失败(None),
大江大河高分影视推荐,https://yylunbo.ottiptv.cc/yy/1382736806,网络源,,,未分组,失败(None),
国内经典动作电影,https://yylunbo.ottiptv.cc/yy/1382851522,网络源,,,未分组,失败(None),
晨晨的影视小窝,https://yylunbo.ottiptv.cc/yy/1382851576,网络源,,,未分组,失败(None),
大进军全集红色系列电影,https://yylunbo.ottiptv.cc/yy/1382745083,网络源,,,未分组,失败(None),
经典港片电影,https://yylunbo.ottiptv.cc/yy/1461889059,网络源,,,未分组,失败(None),
岳云鹏宋小宝也来演电影了,https://yylunbo.ottiptv.cc/yy/1354926612,网络源,,,未分组,失败(None),
夏洛特烦恼国内电影喜剧,https://yylunbo.ottiptv.cc/yy/1354936201,网络源,,,未分组,失败(None),
这部剧你居然没看过,https://yylunbo.ottiptv.cc/yy/1354932355,网络源,,,未分组,失败(None),
超精彩系列动作电影,https://yylunbo.ottiptv.cc/yy/1382745096,网络源,,,未分组,失败(None),
远去的飞鹰影视剧,https://yylunbo.ottiptv.cc/yy/1354930912,网络源,,,未分组,失败(None),
奇幻冒险电影凯斯宾王子的魔法征途,https://yylunbo.ottiptv.cc/yy/1354926671,网络源,,,未分组,失败(None),
林正英经典电影,https://yylunbo.ottiptv.cc/yy/34229877,网络源,,,未分组,失败(None),
来看修牛蹄,https://yylunbo.ottiptv.cc/yy/1382749887,网络源,,,未分组,失败(None),
新三国萌儿陪看,https://yylunbo.ottiptv.cc/yy/29216766,网络源,,,未分组,失败(None),
国内玄幻电影林正英,https://yylunbo.ottiptv.cc/yy/1354932444,网络源,,,未分组,失败(None),
经典电影港片枪战,https://yylunbo.ottiptv.cc/yy/1355076627,网络源,,,未分组,失败(None),
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd,网络源,,,未分组,失败(None),
返乡青年撞破村中隐秘村里有情况,https://yylunbo.ottiptv.cc/yy/1382749940,网络源,,,未分组,失败(None),
粟裕大将影视,https://yylunbo.ottiptv.cc/yy/1354926542,网络源,,,未分组,失败(None),
野山鹰影视剧,https://yylunbo.ottiptv.cc/yy/1354932395,网络源,,,未分组,失败(None),
1930年代经典电影,https://yylunbo.ottiptv.cc/yy/1356363815,网络源,,,未分组,失败(None),
大江大河2高分影视推荐,https://yylunbo.ottiptv.cc/yy/1382736797,网络源,,,未分组,失败(None),
精彩动作电影,https://yylunbo.ottiptv.cc/yy/1382736823,网络源,,,未分组,失败(None),
民间怪谈盗暮,https://yylunbo.ottiptv.cc/yy/1355171231,网络源,,,未分组,失败(None),
梅艳芳主演喜剧电影,https://yylunbo.ottiptv.cc/yy/1382735627,网络源,,,未分组,失败(None),
欢乐一起看,https://yylunbo.ottiptv.cc/yy/1354930926,网络源,,,未分组,失败(None),
欧美配音电影,https://yylunbo.ottiptv.cc/yy/1354693629,网络源,,,未分组,失败(None),
靓剑乐乐陪看,https://yylunbo.ottiptv.cc/yy/1352946111,网络源,,,未分组,失败(None),
电影百团大战,https://yylunbo.ottiptv.cc/yy/1382736871,网络源,,,未分组,失败(None),
珍珠港电影,https://yylunbo.ottiptv.cc/yy/1354936234,网络源,,,未分组,失败(None),
浪客剑心传说的完结篇,https://yylunbo.ottiptv.cc/yy/1382736820,网络源,,,未分组,失败(None),
史诗级科幻电影阿凡达,https://yylunbo.ottiptv.cc/yy/1382735577,网络源,,,未分组,失败(None),
热血抗日电影,https://yylunbo.ottiptv.cc/yy/1382749907,网络源,,,未分组,失败(None),
清官难当看芝麻官如何破局,https://yylunbo.ottiptv.cc/yy/1382749909,网络源,,,未分组,失败(None),
浙江新闻,http://101.66.198.64:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,,未分组,失败(None),
人生必看的科幻片,https://yylunbo.ottiptv.cc/yy/1382745114,网络源,,,未分组,失败(None),
爆笑电影王牌大贱谍23,https://yylunbo.ottiptv.cc/yy/1382735556,网络源,,,未分组,失败(None),
电影电影电影电影电影电影,https://yylunbo.ottiptv.cc/yy/1351496216,网络源,,,未分组,失败(None),
电影,https://yylunbo.ottiptv.cc/yy/37454459,网络源,,,未分组,失败(None),
YY果国际电影频道,https://yylunbo.ottiptv.cc/yy/1382627144,网络源,,,未分组,失败(None),
国产动作电影,https://yylunbo.ottiptv.cc/yy/1382736858,网络源,,,未分组,失败(None),
科幻电影,https://yylunbo.ottiptv.cc/yy/1355065896,网络源,,,未分组,失败(None),
电影黑豹,https://yylunbo.ottiptv.cc/yy/1382736816,网络源,,,未分组,失败(None),
国产大片电影,https://yylunbo.ottiptv.cc/yy/1354926655,网络源,,,未分组,失败(None),
科幻片来看神奇的地球,https://yylunbo.ottiptv.cc/yy/1354930897,网络源,,,未分组,失败(None),
国产电影就是闹着玩的,https://yylunbo.ottiptv.cc/yy/1354931503,网络源,,,未分组,失败(None),
百家讲坛红楼梦篇,https://yylunbo.ottiptv.cc/yy/1382741639,网络源,,,未分组,失败(None),
哑巴竟然会说话,https://yylunbo.ottiptv.cc/yy/1354932427,网络源,,,未分组,失败(None),
科幻电影,https://yylunbo.ottiptv.cc/yy/1354930209,网络源,,,未分组,失败(None),
百家讲坛之明太祖朱元璋,https://yylunbo.ottiptv.cc/yy/1354936149,网络源,,,未分组,失败(None),
